id,time,temperature,humidity,air_flow,mrt,pmv,thermal_comfort,pmv_aktual
735,2025-05-21 07:51:50.734619,29.9,86.3,0.02,29.03,1.7382,Slightly Warm,1.86
736,2025-05-21 07:52:20.223999,29.9,86.3,0.05,29.03,1.7251,Slightly Warm,1.86
737,2025-05-21 07:52:50.503462,29.9,86.5,0.07,28.96,1.6966,Slightly Warm,1.82
738,2025-05-21 07:53:20.237159,29.8,86.5,0.1,28.9,1.6669,Slightly Warm,1.75
739,2025-05-21 07:53:50.505318,29.8,86.4,0.12,28.88,1.6513,Slightly Warm,1.72
740,2025-05-21 07:54:20.413901,29.8,86.4,0.15,28.86,1.6484,Slightly Warm,1.69
741,2025-05-21 07:54:50.925707,29.8,86.4,0.17,28.84,1.522,Slightly Warm,1.61
742,2025-05-21 07:55:20.646576,29.8,86.4,0.2,28.74,1.369,Slightly Warm,1.51
743,2025-05-21 07:55:50.96385,29.8,86.2,0.22,28.72,1.3036,Slightly Warm,1.45
744,2025-05-21 07:56:20.85976,29.8,86.2,0.25,28.62,1.2238,Slightly Warm,1.36
745,2025-05-21 07:56:51.201969,29.8,86.2,0.24,28.62,1.2846,Slightly Warm,1.39
746,2025-05-21 07:57:21.054515,29.8,86.2,0.24,28.62,1.2846,Slightly Warm,1.39
747,2025-05-21 07:57:51.376819,29.8,86.1,0.24,28.62,1.2846,Slightly Warm,1.38
748,2025-05-21 07:58:21.281123,29.8,85.9,0.25,28.62,1.2238,Slightly Warm,1.36
749,2025-05-21 07:58:51.575274,29.7,86.0,0.24,28.66,1.2532,Slightly Warm,1.36
750,2025-05-21 07:59:21.496653,29.7,85.9,0.24,28.66,1.2532,Slightly Warm,1.36
751,2025-05-21 07:59:52.001171,29.7,85.9,0.24,28.57,1.2399,Slightly Warm,1.35
752,2025-05-21 08:00:21.906565,29.8,85.9,0.24,28.54,1.2712,Slightly Warm,1.37
753,2025-05-21 08:00:52.000844,29.7,86.0,0.25,28.57,1.181,Slightly Warm,1.33
754,2025-05-21 08:01:22.112327,29.8,85.9,0.24,28.54,1.2712,Slightly Warm,1.37
755,2025-05-21 08:01:52.196104,29.8,85.9,0.25,28.53,1.2105,Slightly Warm,1.35
756,2025-05-21 08:02:22.188547,29.7,85.9,0.25,28.56,1.181,Slightly Warm,1.33
757,2025-05-21 08:02:52.411773,29.7,85.6,0.25,28.48,1.1786,Slightly Warm,1.32
758,2025-05-21 08:03:22.347302,29.7,85.8,0.24,28.57,1.2399,Slightly Warm,1.35
759,2025-05-21 08:03:52.654927,29.7,85.9,0.23,28.5,1.2443,Slightly Warm,1.37
760,2025-05-21 08:04:22.76976,29.7,85.5,0.22,28.5,1.2507,Slightly Warm,1.39
761,2025-05-21 08:04:52.843054,29.7,85.4,0.22,28.51,1.2507,Slightly Warm,1.39
762,2025-05-21 08:05:22.7486,29.7,85.5,0.22,28.59,1.2688,Slightly Warm,1.4
763,2025-05-21 08:05:53.043801,29.7,85.5,0.21,28.59,1.319,Slightly Warm,1.42
764,2025-05-21 08:06:22.977982,29.7,85.3,0.22,28.51,1.2507,Slightly Warm,1.39
765,2025-05-21 08:06:53.454585,29.7,85.2,0.22,28.51,1.2507,Slightly Warm,1.38
766,2025-05-21 08:10:10.736644,29.9,87.6,0.09,28.73,1.6519,Slightly Warm,1.77
767,2025-05-21 08:10:40.432422,29.9,87.7,0.19,28.63,1.4486,Slightly Warm,1.55
768,2025-05-21 08:11:10.691636,29.8,87.9,0.28,28.6,1.1599,Slightly Warm,1.32
769,2025-05-21 08:11:40.600027,29.8,87.9,0.37,28.44,0.988,Normal,1.16
770,2025-05-21 08:12:10.937084,29.8,87.6,0.47,28.38,0.8808,Normal,1.03
771,2025-05-21 08:14:13.112677,29.8,88.7,0.03,28.9,1.7144,Slightly Warm,1.84
772,2025-05-21 08:14:43.005528,29.9,88.9,0.07,28.8,1.6884,Slightly Warm,1.82
773,2025-05-21 08:15:13.140963,29.8,89.3,0.16,28.77,1.6127,Slightly Warm,1.67
774,2025-05-21 08:15:43.012983,29.9,88.3,0.26,28.66,1.2151,Slightly Warm,1.39
775,2025-05-21 08:16:13.325962,29.9,86.9,0.35,28.59,1.0271,Slightly Warm,1.21
776,2025-05-21 08:16:43.235182,29.9,86.5,0.44,28.54,0.892,Normal,1.09
777,2025-05-21 08:17:13.303342,29.8,86.5,0.53,28.64,0.8459,Normal,0.98
778,2025-05-21 08:17:43.43193,29.8,86.4,0.63,28.59,0.7223,Normal,0.9
779,2025-05-21 08:18:13.803169,29.8,86.4,0.72,28.55,0.6151,Normal,0.83
780,2025-05-21 08:18:43.657611,29.8,86.4,0.82,28.52,0.5849,Normal,0.77
781,2025-05-21 08:19:13.956987,29.8,86.6,0.88,28.49,0.5829,Normal,0.75
782,2025-05-21 08:19:43.853771,29.8,86.5,0.94,28.59,0.5977,Normal,0.73
783,2025-05-21 08:20:13.977666,29.8,86.5,0.94,28.59,0.5977,Normal,0.73
784,2025-05-21 08:22:09.267506,30.0,86.8,0.09,29.09,1.7007,Slightly Warm,1.83
785,2025-05-21 08:22:39.179575,29.9,86.9,0.19,29.05,1.4852,Slightly Warm,1.6
786,2025-05-21 08:25:24.447007,30.1,86.0,0.09,29.14,1.7218,Slightly Warm,1.85
787,2025-05-21 08:27:58.437164,30.1,85.6,0.09,29.22,1.7608,Slightly Warm,1.86
788,2025-05-21 08:28:28.433286,30.1,85.5,0.19,29.15,1.5415,Slightly Warm,1.64
789,2025-05-21 08:33:45.761755,30.1,85.5,0.09,29.29,1.7608,Slightly Warm,1.87
790,2025-05-21 08:34:50.07195,30.1,85.9,0.19,29.31,1.5596,Slightly Warm,1.67
791,2025-05-21 08:35:20.001039,30.1,85.9,0.28,29.26,1.3045,Slightly Warm,1.44
792,2025-05-21 08:35:50.311759,30.1,85.7,0.36,29.14,1.1586,Slightly Warm,1.29
793,2025-05-21 08:36:20.191066,30.1,86.0,0.45,29.09,0.9615,Slightly Warm,1.18
794,2025-05-21 08:36:50.503152,30.1,86.0,0.54,29.06,0.8776,Normal,1.09
795,2025-05-21 08:37:20.41515,30.2,86.2,0.62,28.96,0.8367,Normal,1.04
796,2025-05-21 08:37:53.834638,30.1,86.3,0.71,28.99,0.6603,Normal,0.96
797,2025-05-21 08:38:20.611543,30.1,86.0,0.8,28.96,0.6411,Normal,0.9
798,2025-05-21 08:38:59.733342,30.2,85.9,0.89,28.96,0.6324,Normal,0.88
799,2025-05-21 08:41:08.95025,30.3,84.8,0.08,29.4,1.7989,Slightly Warm,1.93
800,2025-05-21 08:41:48.193508,30.3,84.8,0.18,29.34,1.5652,Slightly Warm,1.73
801,2025-05-21 08:44:32.113979,30.2,85.5,0.09,29.5,1.8392,Slightly Warm,1.92
802,2025-05-21 08:45:01.827436,30.3,85.4,0.19,29.41,1.5705,Slightly Warm,1.71
803,2025-05-21 08:45:32.131096,30.2,85.3,0.28,29.31,1.3159,Slightly Warm,1.46
804,2025-05-21 08:46:30.268314,30.3,86.4,0.37,29.31,1.1541,Slightly Warm,1.35
805,2025-05-21 08:48:06.447382,30.3,86.1,0.09,29.48,1.8469,Slightly Warm,1.94
806,2025-05-21 08:48:19.348466,30.3,86.1,0.19,29.33,1.5559,Slightly Warm,1.71
807,2025-05-21 08:48:49.453435,30.3,86.7,0.28,29.27,1.308,Slightly Warm,1.5
808,2025-05-21 08:49:19.72741,30.2,87.4,0.36,29.27,1.1644,Slightly Warm,1.35
809,2025-05-21 08:49:49.665702,30.2,86.8,0.45,29.23,1.063,Slightly Warm,1.23
810,2025-05-21 08:50:20.001834,30.2,86.6,0.52,29.2,1.0342,Slightly Warm,1.15
811,2025-05-21 08:50:49.846935,30.3,88.6,0.61,29.1,0.9152,Normal,1.13
812,2025-05-21 08:51:20.175151,30.3,88.9,0.7,29.07,0.7132,Normal,1.07
813,2025-05-21 08:51:50.058217,30.3,88.1,0.77,29.04,0.6992,Normal,1.02
814,2025-05-21 08:52:20.400336,30.3,87.1,0.86,29.0,0.6811,Normal,0.95
815,2025-05-21 08:52:50.281983,30.2,87.1,0.83,29.09,0.7012,Normal,0.94
816,2025-05-21 08:53:20.597081,30.3,87.1,0.82,29.02,0.6881,Normal,0.97
817,2025-05-21 08:53:50.515259,30.3,87.0,0.82,29.02,0.6881,Normal,0.96
818,2025-05-21 08:54:20.845364,30.3,87.1,0.82,29.02,0.6881,Normal,0.97
819,2025-05-21 08:54:50.902732,30.2,87.1,0.83,29.09,0.7012,Normal,0.94
820,2025-05-21 08:55:21.029508,30.2,87.0,0.83,29.09,0.7012,Normal,0.94
821,2025-05-21 08:55:50.937279,30.2,87.0,0.82,29.09,0.6993,Normal,0.95
822,2025-05-21 08:56:21.296478,30.2,87.6,0.83,29.09,0.7012,Normal,0.95
823,2025-05-21 08:56:51.652068,30.3,88.1,0.83,29.02,0.69,Normal,0.98
824,2025-05-21 08:57:21.495531,30.3,88.8,0.81,29.02,0.6901,Normal,1.01
825,2025-05-21 08:57:51.702012,30.3,87.8,0.84,29.01,0.69,Normal,0.97
826,2025-05-21 08:58:21.623886,30.3,87.5,0.84,29.01,0.69,Normal,0.96
827,2025-05-21 08:58:51.658625,30.3,88.0,0.83,29.02,0.69,Normal,0.98
828,2025-05-21 08:59:21.873343,30.4,88.9,0.83,29.05,0.7574,Normal,1.03
829,2025-05-21 08:59:51.783612,30.4,88.9,0.83,29.05,0.7574,Normal,1.03
830,2025-05-21 09:00:22.082393,30.4,88.6,0.84,29.05,0.7574,Normal,1.02
831,2025-05-21 09:00:52.179276,30.4,88.6,0.85,29.04,0.757,Normal,1.01
832,2025-05-21 09:01:22.289119,30.4,88.7,0.85,29.04,0.757,Normal,1.01
833,2025-05-21 09:01:51.994243,30.4,88.3,0.87,29.15,0.8378,Normal,1.01
834,2025-05-21 09:02:22.318936,30.4,88.1,0.9,29.14,0.8208,Normal,0.99
835,2025-05-21 09:02:52.203722,30.4,88.0,0.89,29.14,0.8219,Normal,0.99
836,2025-05-21 09:03:22.529741,30.4,87.5,0.91,29.13,0.8208,Normal,0.97
837,2025-05-21 09:09:57.892607,30.7,86.5,0.08,29.77,1.9474,Slightly Warm,2.07
838,2025-05-21 09:19:51.561517,30.7,85.6,0.09,30.0,1.9429,Slightly Warm,2.08
839,2025-05-21 09:23:20.934918,30.9,85.3,0.08,30.03,1.9649,Warm,2.13
840,2025-05-21 09:26:36.090786,30.9,85.2,0.09,30.11,1.9615,Warm,2.13
841,2025-05-21 09:28:47.602225,30.9,84.4,0.09,30.11,1.9615,Warm,2.12
842,2025-05-21 09:30:23.05542,30.9,84.9,0.09,30.11,1.9615,Warm,2.13
843,2025-05-21 09:30:52.964469,30.9,85.0,0.19,30.05,1.8344,Slightly Warm,1.92
844,2025-05-21 09:31:23.267499,30.9,84.8,0.28,29.91,1.5821,Slightly Warm,1.69
845,2025-05-21 09:33:00.739256,30.9,84.8,0.09,30.11,1.9615,Warm,2.13
846,2025-05-21 10:03:09.874979,31.2,78.4,0.09,30.96,2.1579,Warm,2.24
847,2025-05-21 10:04:33.207953,31.2,77.9,0.08,30.81,2.1159,Warm,2.22
848,2025-05-21 10:04:59.307137,31.1,77.6,0.17,30.73,2.0135,Slightly Warm,2.03
849,2025-05-21 10:05:29.726065,31.1,77.6,0.27,30.62,1.6734,Slightly Warm,1.73
850,2025-05-21 10:05:59.723913,31.0,77.7,0.35,30.55,1.5326,Slightly Warm,1.56
851,2025-05-21 10:06:30.012802,30.9,77.9,0.4,30.49,1.4486,Slightly Warm,1.46
852,2025-05-21 10:06:59.702614,31.0,78.2,0.45,30.43,1.4169,Slightly Warm,1.42
853,2025-05-21 10:07:30.249364,30.9,78.5,0.49,30.38,1.3127,Slightly Warm,1.35
854,2025-05-21 10:07:59.928294,30.9,78.2,0.53,30.27,1.2752,Slightly Warm,1.29
855,2025-05-21 10:08:30.513728,30.9,78.5,0.58,30.26,1.2464,Slightly Warm,1.25
856,2025-05-21 10:09:00.138394,30.9,78.6,0.63,30.25,1.2145,Slightly Warm,1.21
857,2025-05-21 10:09:30.670578,30.9,78.6,0.63,30.15,1.2124,Slightly Warm,1.2
858,2025-05-21 10:10:00.345862,30.9,78.5,0.62,30.15,1.2258,Slightly Warm,1.21
859,2025-05-21 10:10:30.76298,30.9,78.6,0.62,30.15,1.2258,Slightly Warm,1.21
860,2025-05-21 10:11:00.799581,30.9,78.4,0.63,30.15,1.2124,Slightly Warm,1.2
861,2025-05-21 10:11:31.29233,30.9,78.1,0.63,30.04,1.2124,Slightly Warm,1.18
862,2025-05-21 10:12:01.097046,30.9,77.6,0.64,30.04,1.2191,Slightly Warm,1.17
863,2025-05-21 10:12:34.809507,30.9,77.4,0.66,30.04,1.2197,Slightly Warm,1.15
864,2025-05-21 10:13:02.003931,30.8,77.5,0.67,30.0,1.1901,Slightly Warm,1.11
865,2025-05-21 10:13:31.089434,30.8,77.4,0.69,29.99,1.1293,Slightly Warm,1.1
866,2025-05-21 10:14:01.195278,30.8,76.9,0.72,29.88,1.1023,Normal,1.06
867,2025-05-21 10:14:31.517213,30.8,77.0,0.7,29.88,1.1046,Slightly Warm,1.07
868,2025-05-21 10:15:01.433727,30.8,77.0,0.68,29.89,1.1027,Slightly Warm,1.09
869,2025-05-21 10:15:31.537193,30.8,77.0,0.66,29.89,1.1673,Slightly Warm,1.1
870,2025-05-21 10:16:01.411595,30.8,76.7,0.65,29.8,1.1695,Slightly Warm,1.09
871,2025-05-21 10:16:31.768656,30.8,76.7,0.65,29.8,1.1695,Slightly Warm,1.09
872,2025-05-21 10:17:01.627529,30.8,76.6,0.65,29.8,1.1695,Slightly Warm,1.09
873,2025-05-21 10:17:35.739974,30.7,76.6,0.67,29.75,1.1175,Slightly Warm,1.05
874,2025-05-21 10:18:01.857051,30.8,76.7,0.71,29.67,1.0874,Normal,1.04
875,2025-05-21 10:18:35.444471,30.7,76.5,0.7,29.74,1.0544,Normal,1.03
876,2025-05-21 10:19:02.091889,30.7,76.5,0.7,29.74,1.0544,Normal,1.03
877,2025-05-21 10:19:35.871217,30.7,77.6,0.7,29.64,1.0552,Normal,1.04
878,2025-05-21 10:20:02.290881,30.7,77.0,0.72,29.63,1.0291,Normal,1.01
879,2025-05-21 10:20:32.608102,30.7,77.2,0.7,29.64,1.0267,Normal,1.03
880,2025-05-21 10:21:02.4828,30.7,77.8,0.68,29.64,1.0612,Slightly Warm,1.05
881,2025-05-21 10:21:32.807456,30.8,77.6,0.67,29.58,1.152,Slightly Warm,1.07
882,2025-05-21 10:22:03.089133,30.8,77.0,0.67,29.48,1.1233,Normal,1.05
883,2025-05-21 10:22:33.032064,30.8,77.0,0.63,29.6,1.1197,Slightly Warm,1.09
884,2025-05-21 10:23:03.308335,30.8,77.1,0.62,29.6,1.1327,Slightly Warm,1.1
885,2025-05-21 10:23:37.292777,30.8,77.4,0.62,29.6,1.1628,Slightly Warm,1.11
886,2025-05-21 10:24:03.736321,30.8,77.0,0.62,29.6,1.1327,Slightly Warm,1.1
887,2025-05-21 10:24:33.627017,30.8,76.6,0.63,29.6,1.1197,Slightly Warm,1.09
888,2025-05-21 10:25:04.029652,30.8,76.6,0.62,29.6,1.1327,Slightly Warm,1.1
889,2025-05-21 10:25:33.65096,30.7,77.3,0.62,29.67,1.1309,Slightly Warm,1.09
890,2025-05-21 10:26:03.558173,30.8,76.7,0.6,29.61,1.1262,Slightly Warm,1.12
891,2025-05-21 10:26:33.839478,30.7,76.8,0.59,29.68,1.1271,Slightly Warm,1.11
892,2025-05-21 10:27:03.82699,30.8,76.7,0.57,29.62,1.1508,Slightly Warm,1.14
893,2025-05-21 10:27:34.052479,30.8,76.9,0.57,29.63,1.1508,Slightly Warm,1.14
894,2025-05-21 10:28:04.172333,30.8,76.9,0.55,29.63,1.1607,Slightly Warm,1.16
895,2025-05-21 10:28:34.277631,30.8,77.9,0.52,29.65,1.2255,Slightly Warm,1.2
896,2025-05-21 10:29:04.408254,30.8,78.1,0.48,29.67,1.2928,Slightly Warm,1.25
897,2025-05-21 10:30:04.600007,30.8,77.6,0.43,29.69,1.3363,Slightly Warm,1.3
898,2025-05-21 10:30:55.458979,30.8,78.0,0.47,29.67,1.2928,Slightly Warm,1.26
899,2025-05-21 10:31:04.618918,30.8,77.8,0.52,29.65,1.2255,Slightly Warm,1.2
900,2025-05-21 10:31:34.484286,30.8,78.1,0.52,29.74,1.2416,Slightly Warm,1.22
901,2025-05-21 10:32:05.067617,30.8,79.0,0.55,29.73,1.2059,Slightly Warm,1.21
902,2025-05-21 10:35:24.360308,30.9,78.5,0.09,30.11,1.9506,Warm,2.06
903,2025-05-21 10:37:23.084476,30.9,78.8,0.09,30.11,1.9549,Warm,2.07
904,2025-05-21 10:37:52.873424,31.0,78.5,0.14,30.06,1.9387,Slightly Warm,2.05
905,2025-05-21 10:39:07.138571,31.0,78.6,0.06,30.24,2.0254,Warm,2.13
906,2025-05-21 10:39:36.271793,31.0,78.4,0.13,30.22,1.9935,Warm,2.06
907,2025-05-21 10:40:03.52674,31.0,78.2,0.19,30.18,1.893,Slightly Warm,1.87
908,2025-05-21 10:40:36.252058,31.0,78.6,0.26,30.14,1.657,Slightly Warm,1.69
909,2025-05-21 10:41:03.501559,31.0,78.6,0.31,30.11,1.5288,Slightly Warm,1.58
910,2025-05-21 10:41:33.803997,31.0,78.3,0.36,30.09,1.482,Slightly Warm,1.5
911,2025-05-21 10:42:04.13596,31.0,78.0,0.46,30.05,1.3336,Slightly Warm,1.36
912,2025-05-21 10:42:33.818229,31.0,78.3,0.54,30.02,1.2406,Slightly Warm,1.28
913,2025-05-21 10:43:04.313255,31.0,79.4,0.59,30.1,1.238,Slightly Warm,1.27
914,2025-05-21 10:43:34.024124,31.0,78.9,0.64,30.08,1.2356,Slightly Warm,1.22
915,2025-05-21 10:44:04.131216,31.1,79.2,0.62,30.03,1.2518,Slightly Warm,1.26
916,2025-05-21 10:45:10.663597,31.1,78.0,0.59,30.04,1.2417,Slightly Warm,1.26
917,2025-05-21 10:45:34.673317,31.1,77.7,0.55,30.15,1.2465,Slightly Warm,1.3
918,2025-05-21 10:49:05.058539,31.2,77.6,0.46,30.14,1.3514,Slightly Warm,1.41
919,2025-05-21 10:49:52.957975,31.2,77.8,0.47,30.23,1.3779,Slightly Warm,1.41
920,2025-05-21 10:52:14.682958,31.2,78.1,0.49,30.22,1.3142,Slightly Warm,1.39
921,2025-05-21 10:52:41.332804,31.2,77.8,0.47,30.22,1.3779,Slightly Warm,1.41
922,2025-05-21 10:53:11.400882,31.2,77.4,0.5,30.21,1.3203,Slightly Warm,1.37
923,2025-05-21 10:53:41.907801,31.2,77.7,0.52,30.3,1.3262,Slightly Warm,1.37
924,2025-05-21 10:54:11.591819,31.2,77.5,0.53,30.2,1.3141,Slightly Warm,1.34
925,2025-05-21 10:54:41.93683,31.2,77.7,0.54,30.29,1.2934,Slightly Warm,1.35
926,2025-05-21 10:55:15.573899,31.2,77.2,0.54,30.3,1.2733,Slightly Warm,1.34
927,2025-05-21 10:55:41.960693,31.2,77.7,0.53,30.3,1.3141,Slightly Warm,1.36
928,2025-05-21 10:56:12.056853,31.2,77.5,0.51,30.31,1.3345,Slightly Warm,1.38
929,2025-05-21 10:56:42.33189,31.2,76.7,0.51,30.31,1.316,Slightly Warm,1.36
930,2025-05-21 10:57:12.052297,31.2,75.9,0.5,30.31,1.2926,Slightly Warm,1.36
931,2025-05-21 10:57:42.344335,31.2,75.8,0.5,30.31,1.2926,Slightly Warm,1.36
932,2025-05-21 10:58:12.284114,31.2,75.1,0.48,30.32,1.3268,Slightly Warm,1.37
933,2025-05-21 10:58:43.608322,31.2,74.9,0.48,30.32,1.3268,Slightly Warm,1.36
934,2025-05-21 10:59:12.482253,31.2,75.2,0.47,30.32,1.3216,Slightly Warm,1.38
935,2025-05-21 10:59:42.560146,31.2,75.6,0.47,30.32,1.3494,Slightly Warm,1.39
936,2025-05-21 11:00:12.91334,31.2,75.4,0.47,30.32,1.3494,Slightly Warm,1.38
937,2025-05-21 11:00:42.599443,31.2,75.4,0.47,30.32,1.3494,Slightly Warm,1.38
938,2025-05-21 11:01:16.119479,31.2,76.2,0.49,30.31,1.2917,Slightly Warm,1.37
939,2025-05-21 11:01:42.756628,31.2,76.4,0.5,30.31,1.2978,Slightly Warm,1.37
940,2025-05-21 11:02:13.128234,31.2,76.5,0.51,30.31,1.316,Slightly Warm,1.36
941,2025-05-21 11:02:43.034304,31.2,76.9,0.52,30.3,1.3077,Slightly Warm,1.35
942,2025-05-21 11:03:13.9206,31.2,77.0,0.51,30.31,1.316,Slightly Warm,1.37
943,2025-05-21 11:03:43.233191,31.2,77.3,0.5,30.31,1.2978,Slightly Warm,1.38
944,2025-05-21 11:04:13.757031,31.2,77.2,0.5,30.31,1.2978,Slightly Warm,1.38
945,2025-05-21 11:04:43.679437,31.2,77.2,0.48,30.32,1.3576,Slightly Warm,1.4
946,2025-05-21 11:05:14.201918,31.2,77.3,0.51,30.31,1.316,Slightly Warm,1.37
947,2025-05-21 11:05:43.85632,31.2,77.5,0.52,30.3,1.3262,Slightly Warm,1.37
948,2025-05-21 11:06:13.942663,31.2,77.4,0.51,30.31,1.3345,Slightly Warm,1.37
949,2025-05-21 11:06:44.073918,31.2,77.4,0.49,30.31,1.3142,Slightly Warm,1.39
950,2025-05-21 11:07:14.228643,31.2,77.4,0.48,30.32,1.3801,Slightly Warm,1.41
951,2025-05-21 11:07:44.096915,31.3,77.1,0.47,30.27,1.3759,Slightly Warm,1.43
952,2025-05-21 11:08:14.398012,31.3,77.0,0.48,30.27,1.3781,Slightly Warm,1.42
953,2025-05-21 11:09:11.535644,31.2,77.1,0.48,30.41,1.3886,Slightly Warm,1.41
954,2025-05-21 11:09:19.086482,31.3,77.1,0.47,30.27,1.3759,Slightly Warm,1.43
955,2025-05-21 11:09:44.891937,31.3,77.2,0.47,30.36,1.3759,Slightly Warm,1.44
956,2025-05-21 11:10:15.617483,31.2,77.3,0.44,30.33,1.3785,Slightly Warm,1.45
957,2025-05-21 11:10:45.155174,31.3,77.3,0.45,30.28,1.3986,Slightly Warm,1.46
958,2025-05-21 11:11:15.241593,31.3,77.2,0.44,30.28,1.3762,Slightly Warm,1.46
959,2025-05-21 11:11:45.34628,31.3,77.3,0.46,30.37,1.4053,Slightly Warm,1.45
960,2025-05-21 11:12:15.414057,31.2,77.2,0.45,30.42,1.4143,Slightly Warm,1.44
961,2025-05-21 11:12:45.518358,31.2,77.2,0.46,30.42,1.3858,Slightly Warm,1.43
962,2025-05-21 11:13:15.405269,31.3,76.8,0.46,30.37,1.4053,Slightly Warm,1.44
963,2025-05-21 11:13:45.751984,31.3,77.2,0.45,30.37,1.4287,Slightly Warm,1.46
964,2025-05-21 11:14:15.442455,31.3,77.1,0.45,30.37,1.4287,Slightly Warm,1.46
965,2025-05-21 11:14:45.970527,31.3,77.0,0.45,30.37,1.4287,Slightly Warm,1.46
966,2025-05-21 11:15:15.626845,31.3,77.0,0.46,30.37,1.4053,Slightly Warm,1.45
967,2025-05-21 11:15:46.144654,31.3,77.0,0.46,30.37,1.4053,Slightly Warm,1.45
968,2025-05-21 11:16:16.044034,31.3,76.8,0.46,30.37,1.4053,Slightly Warm,1.44
969,2025-05-21 11:16:46.393396,31.3,76.8,0.44,30.38,1.406,Slightly Warm,1.47
970,2025-05-21 11:17:16.101364,31.3,76.7,0.46,30.37,1.4053,Slightly Warm,1.44
971,2025-05-21 11:17:46.575002,31.3,76.7,0.46,30.37,1.4053,Slightly Warm,1.44
972,2025-05-21 11:20:07.904401,31.3,76.8,0.48,30.36,1.3781,Slightly Warm,1.42
973,2025-05-21 11:20:12.299417,31.3,76.8,0.47,30.46,1.4064,Slightly Warm,1.44
974,2025-05-21 11:20:46.8147,31.3,76.8,0.47,30.46,1.4064,Slightly Warm,1.44
975,2025-05-21 11:21:11.196466,31.3,76.5,0.46,30.46,1.4053,Slightly Warm,1.45
976,2025-05-21 11:21:40.873972,31.3,76.4,0.45,30.47,1.4287,Slightly Warm,1.46
